time,open,high,low,close,volume
202403070929,350.38,350.44,350.36,350.43,1303
202403070930,350.67,350.74,350.56,350.72,681
202403070931,350.82,350.88,350.71,350.76,370
202403070932,350.69,350.78,350.62,350.74,781
202403070933,350.4,350.65,350.3,350.47,580
202403070934,350.9,350.99,350.72,350.75,868
202403070935,350.96,351.03,350.9,351.01,886
202403070936,350.95,351.06,350.93,350.95,746
202403070937,350.96,351.03,350.88,350.99,831
202403070938,351.04,351.04,350.98,351.04,863
202403070939,351.13,351.26,351.0,351.03,647
202403070940,350.92,350.94,350.82,350.86,451
202403070941,351.02,351.11,350.96,351.0,852
202403070942,350.99,351.01,350.97,351.01,830
202403070943,351.1,351.25,351.08,351.23,859
202403070944,351.08,351.2,350.95,351.17,493
202403070945,351.28,351.31,351.2,351.3,733
202403070946,351.53,351.66,351.4,351.5,887
202403070947,351.78,351.85,351.73,351.76,813
202403070948,351.7,351.8,351.59,351.65,761
202403070949,351.87,352.01,351.77,351.83,485
202403070950,351.76,351.86,351.64,351.82,927
202403070951,351.66,351.72,351.57,351.71,665
202403070952,351.82,351.87,351.58,351.76,860
202403070953,351.79,351.92,351.61,351.77,681
202403070954,351.78,351.98,351.75,351.86,969
202403070955,351.82,351.9,351.76,351.77,846
202403070956,351.77,351.83,351.76,351.81,876
202403070957,351.91,351.97,351.79,351.96,651
202403070958,351.85,351.92,351.84,351.84,1065
202403070959,352.43,352.96,352.41,352.61,998
202403071000,353.21,353.55,353.08,353.53,1198
202403071001,353.62,354.0,353.57,353.88,2262
202403071002,354.2,354.88,354.19,354.54,1764
202403071003,355.09,355.25,355.01,355.23,2114
202403071004,355.65,355.96,355.63,355.93,2410
202403071005,356.35,356.49,356.34,356.45,2414
202403071006,356.47,356.88,356.23,356.66,1660
202403071007,357.15,357.44,357.04,357.41,2663
202403071008,357.95,358.01,357.87,357.99,1702
202403071009,357.84,357.92,357.7,357.86,523
202403071010,357.87,357.96,357.86,357.92,433
202403071011,358.03,358.1,357.94,358.06,669
202403071012,358.11,358.15,358.08,358.12,1064
202403071013,358.0,358.16,357.97,358.07,1022
202403071014,358.12,358.16,357.96,358.13,1215
202403071015,358.15,358.23,358.07,358.14,866
202403071016,358.15,358.22,358.01,358.13,385
202403071017,357.94,357.99,357.79,357.97,1021
202403071018,357.84,357.87,357.8,357.82,837
202403071019,357.9,358.0,357.81,357.91,801
202403071020,358.32,358.43,358.3,358.3,916
202403071021,358.29,358.36,358.25,358.3,629
202403071022,358.45,358.48,358.37,358.4,890
202403071023,358.4,358.54,358.32,358.35,401
202403071024,358.19,358.27,358.07,358.13,499
202403071025,357.65,357.87,357.62,357.68,688
202403071026,357.67,357.77,357.66,357.75,782
202403071027,357.89,357.94,357.81,357.87,979
202403071028,358.06,358.18,357.96,358.11,761
202403071029,358.3,358.44,358.29,358.32,851
202403071030,358.54,358.63,358.5,358.56,890
202403071031,358.36,358.4,358.23,358.32,321
202403071032,358.12,358.27,358.1,358.21,764
202403071033,358.16,358.18,358.08,358.17,941
202403071034,358.29,358.33,358.24,358.27,1207
202403071035,358.24,358.31,358.16,358.25,551
202403071036,358.12,358.15,358.11,358.12,646
202403071037,358.29,358.31,358.2,358.26,909
202403071038,358.21,358.29,358.19,358.28,620
202403071039,358.24,358.42,358.14,358.31,749
202403071040,358.25,358.46,358.22,358.37,585
202403071041,358.57,358.67,358.41,358.47,847
202403071042,358.65,358.74,358.51,358.72,469
202403071043,358.5,358.57,358.44,358.52,848
202403071044,358.28,358.33,358.16,358.26,674
202403071045,358.19,358.25,358.13,358.16,462
202403071046,358.19,358.26,358.08,358.24,889
202403071047,358.06,358.18,358.04,358.12,677
202403071048,358.32,358.34,358.3,358.34,676
202403071049,358.38,358.44,358.27,358.41,591
202403071050,358.02,358.08,357.29,357.49,1844
202403071051,357.09,357.26,356.89,356.95,2262
202403071052,356.8,357.11,356.63,356.64,1831
202403071053,356.31,356.57,356.06,356.07,1804
202403071054,355.38,355.63,354.99,355.1,2293
202403071055,354.55,354.58,354.32,354.44,1838
202403071056,354.25,354.39,354.14,354.18,1959
202403071057,353.83,353.99,353.78,353.92,717
202403071058,353.42,353.52,353.03,353.16,2417
202403071059,352.93,352.99,352.45,352.49,1916
202403071100,352.02,352.21,351.68,351.73,1782
202403071101,351.45,351.68,351.18,351.22,1787
202403071102,350.74,350.88,350.34,350.56,1586
202403071103,350.02,350.26,349.93,350.12,1899
202403071104,349.52,349.67,349.29,349.3,2524
202403071105,348.92,349.0,348.87,348.89,2323
202403071106,348.54,348.7,348.29,348.29,1894
202403071107,348.03,348.17,348.0,348.11,595
202403071108,348.15,348.34,347.98,348.1,615
202403071109,348.33,348.39,348.22,348.32,576
202403071110,348.39,348.43,348.37,348.38,855
202403071111,348.45,348.51,348.28,348.41,350
202403071112,348.62,348.7,348.41,348.56,819
202403071113,348.79,348.83,348.67,348.7,621
202403071114,348.68,348.78,348.52,348.7,1157
202403071115,348.82,348.94,348.77,348.87,888
202403071116,349.09,349.15,349.0,349.06,868
202403071117,348.79,348.84,348.69,348.79,1136
202403071118,349.12,349.14,348.94,349.05,802
202403071119,349.02,349.11,349.02,349.08,539
202403071120,349.07,349.21,348.99,349.07,802
202403071121,349.11,349.13,349.02,349.11,769
202403071122,348.93,349.04,348.9,349.0,442
202403071123,349.03,349.11,348.9,348.98,807
202403071124,348.8,348.88,348.77,348.85,1057
202403071125,349.01,349.12,348.98,349.02,843
202403071126,348.96,349.01,348.92,348.99,674
202403071127,349.01,349.05,348.99,349.03,572
202403071128,349.03,349.12,348.79,348.96,427
202403071129,348.97,348.98,348.87,348.96,265
202403071130,349.1,349.19,348.99,349.02,649
202403071131,348.87,349.0,348.73,348.89,732
202403071132,349.18,349.32,349.17,349.18,826
202403071133,349.39,349.46,349.17,349.23,993
202403071134,349.15,349.25,349.15,349.18,855
202403071135,349.19,349.23,349.02,349.18,933
202403071136,348.96,349.04,348.95,349.03,661
202403071137,349.09,349.19,349.04,349.16,790
202403071138,349.15,349.25,349.14,349.2,421
202403071139,348.9,348.92,348.89,348.9,794
202403071140,348.98,349.07,348.84,348.94,581
202403071141,349.04,349.08,348.78,348.98,459
202403071142,348.83,348.89,348.82,348.86,737
202403071143,348.98,349.08,348.94,349.01,492
202403071144,349.08,349.09,348.94,349.07,675
202403071145,349.37,349.48,349.36,349.38,584
202403071146,349.29,349.33,349.22,349.27,997
202403071147,349.51,349.56,349.33,349.44,423
202403071148,349.35,349.4,349.3,349.39,766
202403071149,349.04,349.07,348.82,348.83,2003
202403071150,348.46,348.71,348.11,348.14,2294
202403071151,347.87,348.01,347.68,347.77,2105
202403071152,347.27,347.45,346.96,346.99,1822
202403071153,346.23,346.38,345.87,346.32,1138
202403071154,345.89,346.06,345.56,345.63,2685
202403071155,345.51,345.51,345.09,345.13,2808
202403071156,344.59,344.61,344.5,344.5,1317
202403071157,344.05,344.18,343.95,343.95,1858
202403071158,343.57,343.66,343.28,343.38,1479
202403071159,342.76,342.97,342.51,342.56,2231
202403071200,342.37,342.48,342.22,342.26,2315
202403071201,342.3,342.35,342.23,342.31,1095
202403071202,342.65,342.65,342.55,342.58,953
202403071203,342.6,342.67,342.59,342.6,654
202403071204,342.57,342.57,342.51,342.54,934
202403071205,342.52,342.55,342.38,342.48,1088
202403071206,342.32,342.49,342.24,342.4,810
202403071207,342.35,342.41,342.32,342.36,863
202403071208,342.46,342.62,342.4,342.43,363
202403071209,342.43,342.51,342.34,342.43,840
202403071210,342.38,342.42,342.36,342.36,997
202403071211,342.31,342.37,342.2,342.27,994
202403071212,342.38,342.44,342.31,342.38,692
202403071213,342.41,342.49,342.31,342.46,759
202403071214,342.6,342.71,342.36,342.47,829
202403071215,342.54,342.58,342.52,342.54,1090
202403071216,342.52,342.58,342.46,342.47,585
202403071217,342.61,342.61,342.52,342.54,577
202403071218,342.42,342.57,342.4,342.5,1063
202403071219,342.89,343.04,342.87,342.92,769
202403071220,342.99,343.0,342.96,342.99,520
202403071221,342.79,342.81,342.71,342.76,801
202403071222,342.88,342.94,342.78,342.88,1115
202403071223,343.0,343.1,342.86,342.95,922
202403071224,343.07,343.15,342.98,343.04,528
202403071225,342.99,343.05,342.8,342.92,745
202403071226,342.74,342.76,342.73,342.75,1026
202403071227,342.71,342.79,342.66,342.69,800
202403071228,342.57,342.6,342.55,342.58,1154
202403071229,342.55,342.73,342.48,342.57,747
202403071230,342.53,342.55,342.36,342.46,812
202403071231,342.46,342.47,342.33,342.47,336
202403071232,342.14,342.17,342.09,342.17,894
202403071233,342.16,342.24,342.1,342.11,992
202403071234,342.12,342.21,342.11,342.15,800
202403071235,342.25,342.49,342.16,342.37,727
202403071236,342.26,342.41,342.19,342.33,1291
202403071237,342.58,342.63,342.49,342.6,418
202403071238,342.54,342.59,342.41,342.59,647
202403071239,342.63,342.66,342.5,342.61,970
202403071240,342.52,342.52,342.38,342.49,736
202403071241,342.58,342.59,342.42,342.54,1001
202403071242,342.54,342.7,342.35,342.51,554
202403071243,342.44,342.53,342.26,342.37,702
202403071244,342.42,342.48,342.37,342.43,657
202403071245,341.72,341.85,341.32,341.37,1907
202403071246,340.79,341.12,340.61,340.92,875
202403071247,340.8,340.8,340.43,340.56,2205
202403071248,339.94,340.01,339.73,339.8,1711
202403071249,339.36,339.44,338.97,339.09,1407
202403071250,338.69,338.81,338.47,338.47,2285
202403071251,338.12,338.31,337.65,337.75,2841
202403071252,337.5,337.52,337.21,337.25,1096
202403071253,336.7,336.85,336.53,336.69,1601
202403071254,336.15,336.25,335.95,336.03,1980
202403071255,335.31,335.46,335.07,335.08,2397
202403071256,334.72,334.73,334.48,334.57,2331
202403071257,334.12,334.35,333.69,333.84,1812
202403071258,333.3,333.31,333.1,333.16,2810
202403071259,333.21,333.31,333.03,333.22,397
202403071300,333.34,333.36,333.23,333.34,795
202403071301,333.68,333.69,333.6,333.64,721
202403071302,333.33,333.4,333.19,333.32,667
202403071303,333.1,333.15,332.93,333.14,922
202403071304,333.24,333.46,333.17,333.26,1046
202403071305,332.82,332.94,332.76,332.84,664
202403071306,332.93,333.08,332.89,332.9,875
202403071307,332.74,332.8,332.63,332.68,795
202403071308,332.46,332.53,332.42,332.44,482
202403071309,332.46,332.61,332.34,332.43,975
202403071310,332.49,332.64,332.43,332.47,931
202403071311,332.86,332.94,332.83,332.87,887
202403071312,332.74,332.98,332.72,332.79,653
202403071313,332.93,332.95,332.88,332.93,541
202403071314,333.08,333.12,332.95,332.98,698
202403071315,332.91,332.95,332.84,332.92,453
202403071316,333.03,333.08,332.94,333.05,1065
202403071317,333.29,333.41,333.17,333.24,880
202403071318,333.0,333.03,332.95,333.0,835
202403071319,333.12,333.21,332.81,333.04,736
202403071320,332.93,333.02,332.83,333.02,582
202403071321,333.02,333.12,332.9,333.07,691
202403071322,333.04,333.29,332.99,333.14,763
202403071323,333.15,333.32,333.13,333.22,759
202403071324,333.12,333.2,333.1,333.15,930
202403071325,333.6,334.19,333.44,333.85,2630
202403071326,334.38,335.06,334.28,334.73,2485
202403071327,335.13,335.36,335.09,335.33,2700
202403071328,335.69,336.09,335.59,335.97,2327
202403071329,336.46,336.86,336.38,336.72,1182
202403071330,337.16,337.43,336.87,337.36,1376
202403071331,337.87,338.24,337.74,338.19,2719
202403071332,338.62,339.11,338.47,338.76,1846
202403071333,339.06,339.32,339.05,339.24,1802
202403071334,339.85,340.48,339.85,340.13,2892
202403071335,340.7,340.91,340.61,340.81,2229
202403071336,341.37,341.8,341.23,341.6,1286
202403071337,341.79,342.02,341.79,341.85,869
202403071338,342.23,342.73,342.08,342.41,1804
202403071339,343.12,343.44,343.1,343.35,2164
202403071340,343.8,344.24,343.66,344.11,2164
202403071341,344.01,344.07,343.93,344.02,729
202403071342,343.87,343.96,343.79,343.85,563
202403071343,343.73,343.87,343.71,343.77,757
202403071344,343.73,343.84,343.57,343.84,826
202403071345,343.88,343.95,343.69,343.85,463
202403071346,343.85,343.99,343.82,343.88,413
202403071347,343.55,343.71,343.54,343.69,715
202403071348,343.91,343.93,343.68,343.85,923
202403071349,343.95,344.03,343.84,343.94,1201
202403071350,343.83,343.97,343.72,343.79,1103
202403071351,343.8,343.81,343.75,343.75,1072
202403071352,343.63,343.78,343.58,343.72,879
202403071353,343.45,343.53,343.42,343.48,524
202403071354,343.35,343.45,343.29,343.39,770
202403071355,343.34,343.4,343.24,343.33,611
202403071356,343.18,343.25,343.12,343.23,482
202403071357,343.23,343.27,343.23,343.24,509
202403071358,343.05,343.13,342.87,343.05,869
202403071359,343.22,343.27,343.16,343.23,776
202403071400,342.87,343.06,342.79,342.98,708
202403071401,342.71,342.79,342.65,342.78,875
202403071402,342.86,342.88,342.72,342.84,586
202403071403,342.89,342.99,342.72,342.84,737
202403071404,343.07,343.08,343.02,343.04,723
202403071405,343.07,343.09,343.06,343.08,664
202403071406,343.31,343.45,343.14,343.16,647
202403071407,343.25,343.31,343.16,343.25,838
202403071408,343.3,343.55,343.27,343.42,1015
202403071409,343.19,343.25,343.19,343.24,856
202403071410,343.31,343.48,343.31,343.4,759
202403071411,343.2,343.4,343.13,343.18,501
202403071412,343.18,343.28,343.17,343.19,661
202403071413,343.84,344.1,343.81,344.04,1216
202403071414,344.34,344.83,344.33,344.72,3193
202403071415,344.97,345.37,344.86,345.1,1651
202403071416,345.55,345.79,345.48,345.74,1955
202403071417,345.95,346.09,345.93,346.02,1192
202403071418,346.62,346.93,346.59,346.82,1249
202403071419,347.04,347.4,346.98,347.22,2320
202403071420,347.59,347.73,347.5,347.71,1732
202403071421,347.77,348.07,347.65,347.99,2205
202403071422,348.59,348.85,348.48,348.5,1436
202403071423,348.87,349.35,348.84,349.0,2951
202403071424,349.38,349.67,349.37,349.51,1709
202403071425,349.2,349.21,349.09,349.17,825
202403071426,349.06,349.13,348.95,349.08,1009
202403071427,348.84,349.03,348.75,348.87,819
202403071428,348.71,348.74,348.7,348.73,781
202403071429,348.72,348.84,348.68,348.73,982
202403071430,348.51,348.59,348.5,348.52,722
202403071431,348.77,348.87,348.69,348.74,645
202403071432,348.67,348.71,348.59,348.66,645
202403071433,348.53,348.61,348.44,348.56,925
202403071434,348.93,349.02,348.82,348.82,564
202403071435,348.67,348.79,348.59,348.7,771
202403071436,348.56,348.64,348.3,348.52,709
202403071437,348.47,348.67,348.38,348.53,859
202403071438,348.34,348.43,348.21,348.33,961
202403071439,348.22,348.42,348.17,348.34,1042
202403071440,348.43,348.54,348.35,348.51,468
202403071441,348.52,348.55,348.36,348.51,734
202403071442,348.45,348.51,348.42,348.46,792
202403071443,348.51,348.56,348.5,348.53,415
202403071444,348.6,348.6,348.52,348.6,409
202403071445,348.32,348.32,348.29,348.3,707
202403071446,348.45,348.49,348.38,348.4,378
202403071447,348.58,348.63,348.45,348.52,934
202403071448,348.72,348.79,348.63,348.65,949
202403071449,348.6,348.69,348.55,348.66,817
202403071450,348.68,348.81,348.6,348.69,682
202403071451,348.73,348.85,348.59,348.69,392
202403071452,348.64,348.73,348.59,348.7,671
202403071453,348.71,348.78,348.68,348.73,661
202403071454,348.76,348.79,348.59,348.7,931
202403071455,348.61,348.69,348.52,348.54,831
202403071456,348.54,348.57,348.49,348.51,974
202403071457,348.4,348.52,348.31,348.43,434
202403071458,348.63,348.74,348.41,348.54,944
202403071459,348.73,348.76,348.57,348.75,853
202403071500,348.6,348.72,348.55,348.59,1004
202403071501,348.42,348.64,348.39,348.47,683
202403071502,348.26,348.3,348.15,348.24,689
202403071503,348.43,348.44,348.35,348.4,567
202403071504,348.41,348.45,348.37,348.4,643
202403071505,348.51,348.74,348.39,348.48,190
202403071506,348.44,348.47,348.27,348.39,581
202403071507,348.45,348.63,348.44,348.54,561
202403071508,348.91,349.05,348.74,348.94,1798
202403071509,349.37,349.57,349.21,349.37,1983
202403071510,349.56,349.85,349.43,349.73,2047
202403071511,349.76,350.15,349.58,350.09,1623
202403071512,350.29,350.81,350.29,350.51,2122
202403071513,350.61,350.78,350.51,350.75,2454
202403071514,350.97,351.2,350.96,351.11,1679
202403071515,351.47,351.77,351.42,351.66,2119
202403071516,352.02,352.36,352.0,352.24,1846
202403071517,352.84,353.06,352.77,352.86,1053
202403071518,353.47,353.58,353.45,353.5,1719
202403071519,353.9,354.23,353.87,354.11,2099
202403071520,354.34,354.76,354.3,354.56,2272
202403071521,355.11,355.22,355.07,355.2,2151
202403071522,355.56,356.12,355.51,355.78,1667
202403071523,356.29,356.68,356.18,356.47,1952
202403071524,356.85,356.95,356.72,356.85,2888
202403071525,357.36,357.82,357.34,357.58,1985
202403071526,357.97,358.12,357.97,358.05,1605
202403071527,357.97,358.16,357.93,358.04,279
202403071528,358.05,358.17,358.01,358.07,931
202403071529,358.02,358.07,357.97,358.01,999
202403071530,357.88,357.95,357.81,357.86,1183
202403071531,357.68,357.83,357.62,357.75,899
202403071532,357.71,357.82,357.61,357.76,1031
202403071533,358.21,358.25,358.15,358.19,437
202403071534,358.04,358.22,357.91,358.1,854
202403071535,358.14,358.17,358.06,358.16,793
202403071536,358.23,358.26,358.11,358.24,404
202403071537,358.2,358.3,358.19,358.2,810
202403071538,357.83,357.91,357.8,357.87,569
202403071539,357.95,358.01,357.89,357.9,706
202403071540,357.83,357.84,357.75,357.8,826
202403071541,357.93,357.99,357.86,357.93,639
202403071542,357.73,357.75,357.52,357.65,657
202403071543,357.76,357.81,357.64,357.77,590
202403071544,357.66,357.69,357.61,357.65,982
202403080845,357.7,357.73,357.68,357.68,821
202403080846,357.75,357.8,357.71,357.71,638
202403080847,357.72,357.74,357.54,357.72,695
202403080848,357.84,357.85,357.6,357.79,724
202403080849,357.79,357.86,357.77,357.83,969
202403080850,357.95,357.95,357.86,357.88,1340
202403080851,357.91,358.0,357.83,357.94,987
202403080852,357.89,357.9,357.83,357.89,630
202403080853,357.74,357.78,357.7,357.73,638
202403080854,357.79,357.87,357.71,357.83,1060
202403080855,357.95,358.05,357.7,357.92,458
202403080856,357.78,357.88,357.69,357.81,740
202403080857,357.65,357.65,357.59,357.63,901
202403080858,357.7,357.89,357.68,357.72,427
202403080859,357.48,357.57,357.47,357.57,706
202403080900,357.9,357.96,357.8,357.87,600
202403080901,357.88,358.03,357.86,357.88,802
202403080902,357.8,357.89,357.79,357.84,818
202403080903,357.99,358.01,357.9,357.93,887
202403080904,358.0,358.09,357.93,358.03,1058
202403080905,358.25,358.29,358.25,358.29,780
202403080906,358.12,358.2,358.06,358.2,817
202403080907,358.02,358.1,358.01,358.08,915
202403080908,358.42,358.46,358.32,358.4,542
202403080909,358.6,358.73,358.59,358.64,781
202403080910,358.49,358.6,358.43,358.51,521
202403080911,357.96,358.19,357.73,357.81,1972
202403080912,357.12,357.13,356.91,356.97,809
202403080913,356.29,356.34,356.14,356.17,2542
202403080914,355.43,355.58,355.42,355.46,1902
202403080915,355.05,355.14,354.74,354.76,1076
202403080916,354.45,354.61,354.19,354.25,2454
202403080917,353.51,353.82,353.32,353.63,1726
202403080918,353.61,353.61,353.31,353.43,2138
202403080919,352.98,353.08,352.51,352.73,2485
202403080920,352.58,352.75,352.33,352.45,1786
202403080921,351.96,352.34,351.54,351.62,1746
202403080922,351.19,351.32,350.8,351.08,1782
202403080923,351.11,351.29,351.11,351.13,1058
202403080924,351.21,351.24,351.06,351.17,811
202403080925,351.27,351.29,351.21,351.25,1246
202403080926,351.23,351.33,351.11,351.21,802
202403080927,350.87,351.05,350.73,350.85,833
202403080928,350.95,351.12,350.93,351.0,793
202403080929,350.93,351.15,350.86,350.92,1009
202403080930,351.13,351.14,350.89,351.05,762
202403080931,351.12,351.19,351.07,351.17,1100
202403080932,351.32,351.37,351.28,351.29,839
202403080933,351.0,351.12,350.97,351.11,1041
202403080934,351.42,351.5,351.32,351.34,896
202403080935,351.8,351.89,351.69,351.72,623
202403080936,351.79,351.86,351.78,351.84,1118
202403080937,351.67,351.83,351.61,351.79,808
202403080938,351.76,351.84,351.64,351.78,696
202403080939,351.85,352.01,351.79,351.88,1024
202403080940,351.77,351.93,351.64,351.87,861
202403080941,351.68,351.77,351.67,351.74,671
202403080942,351.8,351.9,351.78,351.83,660
202403080943,351.61,351.72,351.59,351.7,325
202403080944,351.57,351.74,351.43,351.62,511
202403080945,351.85,351.91,351.73,351.78,923
202403080946,351.34,351.46,351.22,351.43,712
202403080947,351.51,351.67,351.4,351.45,796
202403080948,351.65,351.8,351.56,351.72,820
202403080949,351.64,351.76,351.62,351.69,999
202403080950,351.67,351.72,351.59,351.67,947
202403080951,351.92,351.95,351.75,351.79,953
202403080952,351.89,351.94,351.84,351.91,634
202403080953,351.85,351.93,351.8,351.85,431
202403080954,351.48,351.53,351.36,351.5,1648
202403080955,351.15,351.35,350.99,351.06,2008
202403080956,350.66,350.71,350.49,350.55,1546
202403080957,349.92,349.97,349.84,349.94,1859
202403080958,349.18,349.21,348.98,348.98,1949
202403080959,348.59,348.71,348.26,348.4,1998
202403081000,347.8,347.91,347.56,347.64,2545
202403081001,346.9,347.23,346.54,346.6,2615
202403081002,346.12,346.28,345.84,345.89,2608
202403081003,345.49,345.54,345.01,345.1,1846
202403081004,344.94,344.97,344.54,344.62,2061
